,Aggression levels,,,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION1,,Minimum,,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION2,,Laid Back,,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION3,,Weak,,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION4,,Low,,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION5,,Soft,,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION6,,Average,,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION7,,Strong,,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION8,,High,,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION9,,Hard,,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION10,,Maximum,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Messages,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ACCEPTLOANBID,,"%s would like to loan %s for %d weeks, do you accept?",,,,,,,,,,,,,,,,,,,,,,,
AGREETOCOUNTERBIDDEMANDS,,"%s agree to your demands, and are happy to sign %s.",,,,,,,,,,,,,,,,,,,,,,,
ALREADYNEGOTIATINGWITHPLAYER,,You have already agreed terms with %s for %s.,,,,,,,,,,,,,,,,,,,,,,,
ANNUALKITSPONSORSHIP,,"We have held negotiations with the major kit suppliers, and have successfully negotiated a deal that provides us with %s sponsorship for the forthcoming season.",,,,,,,,,,,,,,,,,,,,,,,
ANNUALSHIRTSPONSORSHIP,,"After talking to various companies we have secured a shirt sponsorship deal for the season of %s, which has now been added to our account",,,,,,,,,,,,,,,,,,,,,,,
ANNUALTELEVISIONINCOME,,Broadcasting rights for the season coming have been sold for %s which has been credited to our account today.,,,,,,,,,,,,,,,,,,,,,,,
APPOINTEDMANAGER,,%s has been appointed as manager of %s.,,,,,,,,,,,,,,,,,,,,,,,
BANKBALANCELOW,,Your bank balance is very low and unless you get a job this week your career will be over.,,,,,,,,,,,,,,,,,,,,,,,
BIDACCEPT,,%s accept your offer for %s and will now allow you to negotiate a contract with the player. Good Luck.,,,,,,,,,,,,,,,,,,,,,,,
BIDACCEPTED,,"%s joins %s, %s has been credited to our bank account.",,,,,,,,,,,,,,,,,,,,,,,
BIDNOTENOUGH,,Your bid has been refused. We require more than this if we are to be tempted to sell him.,,,,,,,,,,,,,,,,,,,,,,,
BIDREFUSED,,%s inform you %s is not for sale.,,,,,,,,,,,,,,,,,,,,,,,
BIDREFUSEDWONTGOLOWERDIVISION,,%s inform you %s is not interested in moving to a club in your division.,,,,,,,,,,,,,,,,,,,,,,,
BIDREJECTED,,%s's bid for %s has been rejected.,,,,,,,,,,,,,,,,,,,,,,,
BREAKOFF,,Break off,,,,,,,,,,,,,,,,,,,,,,,
CANTSACKPLAYER,,The board of directors refuse to allow you to terminate the contract of %s. Maybe you should place him on the transfer list.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACTREFUSED,,%s thanks you for your offer but is seeking to sign for a club  with better prospects.,,,,,,,,,,,,,,,,,,,,,,,
CUPDRAWBEENANNOUNCED,,The draw for the %s has been announced.,,,,,,,,,,,,,,,,,,,,,,,
CUPOPPONENTS,,The %s has been drawn :- %s.\nThe match will be played on %s.,,,,,,,,,,,,,,,,,,,,,,,
CUPOPPONENTS2LEGS,,The draw for the next round of the %s has been made :- \n%s.\nThe first leg will be played on %s and the 2nd leg on %s.,,,,,,,,,,,,,,,,,,,,,,,
DONTNEEDSCOUT,,You must sack one of your current scouts before you can employ a new one.,,,,,,,,,,,,,,,,,,,,,,,
EMP_CONTRACTACCEPTED,,%s accepts your offer and looks forward to working with you at %s.,,,,,,,,,,,,,,,,,,,,,,,
EMP_CONTRACTACCEPTED2,,%s accepts your offer and looks forward to working with you at %s in the coming season.,,,,,,,,,,,,,,,,,,,,,,,
EMP_CONTRACTRENEWALACCEPTED,,%s accepts your offer and looks forward to continue working with you at %s.,,,,,,,,,,,,,,,,,,,,,,,
EMP_CONTRACTRENEWALACCEPTED2,,%s accepts your offer and looks forward to continue working with you at %s for another season.,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEECONTRACTEXPIRED,,%s %s has left the club.,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEECONTRACTNEARLYEXPIRED,,%s's contract expires at the end of season and would like to negotiate a new one.,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEECONTRACTWILLEXPIRETODAY,,Your %s %s will leave the club today as his contract has expired unless you can agree a new deal.,,,,,,,,,,,,,,,,,,,,,,,
EMPTYSHIRT,,"%s, there is no one selected in the number %d shirt.",,,,,,,,,,,,,,,,,,,,,,,
FAREWELLMESS,,%s are disappointed with your decision but wish you all the best.,,,,,,,,,,,,,,,,,,,,,,,
GAMEOVER,,%s - Game Over\nYou have no money,,,,,,,,,,,,,,,,,,,,,,,
GRANTEDFREETRANSFER,,%s has been released on a free transfer.,,,,,,,,,,,,,,,,,,,,,,,
GRANTFREETRANSFERREQUEST,,%s has been released on a free transfer.,,,,,,,,,,,,,,,,,,,,,,,
HIREDYOUTH,,%s accepts your offer and joins the club.,,,,,,,,,,,,,,,,,,,,,,,
INJPLAYTEAM,,(%d) %s is unavailable for this match due to injury.,,,,,,,,,,,,,,,,,,,,,,,
INSUFFICIENTFITPLAYERS,,"You have insufficient available players for the next match, you should consider promoting youth players to the first team squad.",,,,,,,,,,,,,,,,,,,,,,,
INTERESTEDINMANAGER,,"%s, %s are interested in you as manager. Would you like to talk to them?",,,,,,,,,,,,,,,,,,,,,,,
LACK_OF_FUNDS,,The board have blocked your bid for %s from %s due to lack of funds.,,,,,,,,,,,,,,,,,,,,,,,
LEAVEATENDOFCONTRACTBETTERCLUB,,%s does not want to negotiate a new contract with the club and will be looking to transfer to a bigger club when his current contract ends.,,,,,,,,,,,,,,,,,,,,,,,
LEAVEATENDOFCONTRACTFIRSTTEAM,,%s has no desire to negotiate a new contract with the club as he would like to play regular first team football.,,,,,,,,,,,,,,,,,,,,,,,
LISTTOOHIGH,,The board believes you could get more than %s for %s.,,,,,,,,,,,,,,,,,,,,,,,
LISTTOOLOW,,The board will not let you sell %s for under %s..,,,,,,,,,,,,,,,,,,,,,,,
MANAGERWONTITLE,,"%s, %s champions (%s)",,,,,,,,,,,,,,,,,,,,,,,
MANOFMONTHANNOUNCE2,,The %s Manager Of The Month for %s is %s (%s).,,,,,,,,,,,,,,,,,,,,,,,
MANRETIRED,,%s manager %s has retired.,,,,,,,,,,,,,,,,,,,,,,,
NEWSMANAGERAPPOINTED,,%s has been appointed as manager of %s.,,,,,,,,,,,,,,,,,,,,,,,
NEWSMANAGERRESIGNED,,%s has handed in his resignation as manager of %s.,,,,,,,,,,,,,,,,,,,,,,,
NO_ROOM_SQUAD,,You have no room in your squad for %s from %s. The deal has been terminated.,,,,,,,,,,,,,,,,,,,,,,,
NOPLAYERLOANSLEFT,,You have loaned in the maximum  number of players this season.,,,,,,,,,,,,,,,,,,,,,,,
NOTENOUGHCASHTOSACKPLAYER,,"We cannot release %s from his contract without paying him %s, unfortunately we do not have the funds available.",,,,,,,,,,,,,,,,,,,,,,,
NOTINTERESTEDINCONTRACT,,%s is not interested in negotiating a contract with you at the moment.,,,,,,,,,,,,,,,,,,,,,,,
OFFERRENEWMANAGERCONTRACT,,"%s, your contract has expired and the board of %s are prepared to offer you an extension for a further 5 seasons. Would you like to accept?",,,,,,,,,,,,,,,,,,,,,,,
PERSONALTERMS,,%s will discuss personal terms on %s.,,,,,,,,,,,,,,,,,,,,,,,
PLAYER_SIGNED,,%s has signed for %s.,,,,,,,,,,,,,,,,,,,,,,,
PLAYER_SIGNEDONLOAN,,%s has signed for %s for %d weeks.,,,,,,,,,,,,,,,,,,,,,,,
PLAYERCONTRACTEXPIREDLEFTCLUB,,%s has been released by the club today as his contract has expired.,,,,,,,,,,,,,,,,,,,,,,,
PLAYERCONTRACTEXPIRESTODAY,,%s's contract expires today and he will be released today unless he is offered a new contract.,,,,,,,,,,,,,,,,,,,,,,,
PLAYERLOANSLEFT,,%d Player Loans Left,,,,,,,,,,,,,,,,,,,,,,,
PLAYERNOCONTRACTBOSMANUNDERAGE,,%s's contract has expired. Under the Bosman ruling the player is free to agree a deal elsewhere and you would receive compensation from his new club.,,,,,,,,,,,,,,,,,,,,,,,
PLAYERNOCONTRACTLEFTONBOSMAN,,%s's contract has expired. Under the Bosman ruling the player is free leave the club immediately and to seek a deal elsewhere.,,,,,,,,,,,,,,,,,,,,,,,
PLAYERNOCONTRACTNOBOSMAN,,%s's contract has expired. The transfer fee has been set at %s if he moves to another club.,,,,,,,,,,,,,,,,,,,,,,,
PLAYERREFUSEDLOANCHANCESLIMITED,,%s is unwilling to join your club on loan as he feels he would get more first team experience elsewhere.,,,,,,,,,,,,,,,,,,,,,,,
PLAYERREFUSEDLOANWHILSTPLAYING,,%s is capable of playing for the 1st team and would not like to leave the club.,,,,,,,,,,,,,,,,,,,,,,,
PLAYERREQUESTTRANSFER,,%s is unhappy at the club and requests a transfer. Are you willing to grant his request?,,,,,,,,,,,,,,,,,,,,,,,
PROCEED_WITH_NEG,,Do you wish to proceed and negotiate a contract for %s from %s for %s?,,,,,,,,,,,,,,,,,,,,,,,
RECEIVEDSELLONMONEY,,%s has been sold by %s for %s and you have received %s.,,,,,,,,,,,,,,,,,,,,,,,
REFUSETOCOUNTERBIDDEMANDS,,"%s are not prepared to meet your demands, and suggest you lower your price for %s.",,,,,,,,,,,,,,,,,,,,,,,
REFUSETOLOANINTEAMPLANS,,%s are not willing to loan %s as he is a valuable member of the first team squad.,,,,,,,,,,,,,,,,,,,,,,,
REFUSETOLOANNOCOVER,,%s can not release %s on loan at this time due to lack of cover.,,,,,,,,,,,,,,,,,,,,,,,
REQUESTSNEWCONTRACT,,%s's contract expires this season and would like to agree on a new contract with the club.,,,,,,,,,,,,,,,,,,,,,,,
REQUESTTRANSFER,,%s is unhappy at %s and has been listed for transfer at his own request.,,,,,,,,,,,,,,,,,,,,,,,
RETIRED,,%s (%s) has retired.,,,,,,,,,,,,,,,,,,,,,,,
SACKPERSON,,It will cost you %s to pay off %s's contract. Are you sure you wish to proceed?,,,,,,,,,,,,,,,,,,,,,,,
SACKPLAYER,,"We must pay %s %s to terminate his contract, do you wish to do this?",,,,,,,,,,,,,,,,,,,,,,,
SACKUSERMANAGER,,"The board of directors at %s are disappointed with the team's performance, and have decided to relieve you of your duties as manager immediately. The board thank you for your hard work during your time at the club and wish you all the best for the future.",,,,,,,,,,,,,,,,,,,,,,,
SIGNONFEETOOHIGH,,The board won't pay %s a signing on fee that large and suggest you offer him a smaller fee.,,,,,,,,,,,,,,,,,,,,,,,
SIGNONFEETOOLOW,,%s would like a higher signing on fee.,,,,,,,,,,,,,,,,,,,,,,,
STARLEAVEMSG1,,"%s, the fans are upset you've allowed %s to leave the club.",,,,,,,,,,,,,,,,,,,,,,,
STARLEAVEMSG2,,"%s, the fans are disappointed at your decision to allow %s to leave the club.",,,,,,,,,,,,,,,,,,,,,,,
SUSPENSIONOVER,,%s has served his suspension.,,,,,,,,,,,,,,,,,,,,,,,
SUSPENSIONSTARTED,,%s has been suspended for %d matches starting immediately.,,,,,,,,,,,,,,,,,,,,,,,
SUSPPLAYTEAM,,(%d) %s is suspended for this match.,,,,,,,,,,,,,,,,,,,,,,,
TRANSFERDEADLINEENDED,,The transfer deadline has now ended,,,,,,,,,,,,,,,,,,,,,,,
TRANSFERDEADLINEPASSED,,The transfer deadline has passed,,,,,,,,,,,,,,,,,,,,,,,
TRANSFERREQUESTREFUSED,,%s's transfer request has been refused by %s.,,,,,,,,,,,,,,,,,,,,,,,
UNHAPPYLISTED,,%s has been transfer listed because he is unhappy at his lack of first team football.,,,,,,,,,,,,,,,,,,,,,,,
WAGETOOHIGH,,The board will not allow such a high wage for %s. You should try lowering your offer.,,,,,,,,,,,,,,,,,,,,,,,
WAGETOOLOW,,%s will not accept such a low wage and asks that you increase your offer.,,,,,,,,,,,,,,,,,,,,,,,
WONONAWAYGOALSDOUBLE,,%s won on away goals.,,,,,,,,,,,,,,,,,,,,,,,
WONTRENEWRETIRE,,%s is not willing to extend his contract and he will be retiring when his current one expires.,,,,,,,,,,,,,,,,,,,,,,,
YOUTHCONTRACTEXPIRESTODAY,,%s's contract has expired and he will be released today by the club unless he is offered a first team squad contract.,,,,,,,,,,,,,,,,,,,,,,,
YOUTHCONTRACTNEARLYEXPIRED,,Youth player %s is nearing the end of his contract and will be released at the end of the season if he is not offered a first team squad contract.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
SIGNFORCLUB,,%s has joined the club.,,,,,,,,,,,,,,,,,,,,,,,
NOTENOUGHMONEY,,The board of directors cannot authorise this transaction due to shortage of funds.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Pre-match reports,,,,,,,,,,,,,,,,,,,,,,,,
ASSISTED,,- %s has created %d goals.,,,,,,,,,,,,,,,,,,,,,,,
ASSISTEDBETWEENTHEM,,- %s and %s have created %d goals between them.,,,,,,,,,,,,,,,,,,,,,,,
CONCEDEDALOT,,"- They are weak at the back, they have conceded %d goals this season so far.",,,,,,,,,,,,,,,,,,,,,,,
CONCEDEDFEW,,"- They are tight at the back, they have only let in %d goals this season so far.",,,,,,,,,,,,,,,,,,,,,,,
DISCPOINTSBETWEENTHEM,,- %s and %s have picked up %d disciplinary points between them.,,,,,,,,,,,,,,,,,,,,,,,
HASSCORED,,- %s has scored %d goals.,,,,,,,,,,,,,,,,,,,,,,,
MISSMATCHINJURY,,- but %s will miss the match through injury.,,,,,,,,,,,,,,,,,,,,,,,
MISSMATCHSUSPENDED,,- but %s is suspended.,,,,,,,,,,,,,,,,,,,,,,,
NOTWONAGAME,,- Haven't won a game this season.,,,,,,,,,,,,,,,,,,,,,,,
PREDISCPOINTS,,- %s has received %d disciplinary points.,,,,,,,,,,,,,,,,,,,,,,,
SCOREDALOT,,"- They are dangerous on the attack, they have scored %d goals this season so far.",,,,,,,,,,,,,,,,,,,,,,,
SCOREDBETWEENTHEM,,- %s and %s have scored %d goals between them.,,,,,,,,,,,,,,,,,,,,,,,
SCOREDFEW,,"- They aren't dangerous on the attack, they have only scored %d goals this season so far.",,,,,,,,,,,,,,,,,,,,,,,
WONAGAME,,- Have won only 1 game this season.,,,,,,,,,,,,,,,,,,,,,,,
WONALLGAMES,,- Have won all their games this season so far.,,,,,,,,,,,,,,,,,,,,,,,
WONGAMES,,- Have won %d games this season.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Buttons,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ACCEPT,,Accept,,,,,,,,,,,,,,,,,,,,,,,
REJECT,,Reject,,,,,,,,,,,,,,,,,,,,,,,
COUNTER,,Counter,,,,,,,,,,,,,,,,,,,,,,,
OFFER,,Offer,,,,,,,,,,,,,,,,,,,,,,,
CONFIRM,,Confirm,,,,,,,,,,,,,,,,,,,,,,,
CANCEL,,Cancel,,,,,,,,,,,,,,,,,,,,,,,
CONFIRM_CAPS,,CONFIRM,,,,,,,,,,,,,,,,,,,,,,,
CANCEL_CAPS,,CANCEL,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Skill abbreviations,,,,,,,,,,,,,,,,,,,,,,,,
SKILL_ABBR,Abbreviation of Skill,Skl,,,,,,,,,,,,,,,,,,,,,,,
HANDLING_ABBR,Abbreviation of Handling,Hdl,,,,,,,,,,,,,,,,,,,,,,,
TACKLING_ABBR,Abbreviation of Tackling,Tkl,,,,,,,,,,,,,,,,,,,,,,,
PASSING_ABBR,Abbreviation of Passing,Pas,,,,,,,,,,,,,,,,,,,,,,,
SHOOTING_ABBR,Abbreviation of Shooting,Stg,,,,,,,,,,,,,,,,,,,,,,,
APPEARANCES_ABBR,Abbreviation of appearances,App,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Previously hardcoded / unsorted,,,,,,,,,,,,,,,,,,,,,,,,
ACCOUNTS_BUTTON_APPLY,Apply' for a loan,Apply,,,,,,,,,,,,,,,,,,,,,,,
ACCOUNTS_BUTTON_REPAY,Repay' a loan,Repay,,,,,,,,,,,,,,,,,,,,,,,
ACCOUNTS_CLUBBALANCE,,Club Balance: %s,,,,,,,,,,,,,,,,,,,,,,,
ACCOUNTS_LOANINFO,,LOAN OUTSTANDING %s\nWEEKLY REPAYMENTS %s\nWEEKS REMAINING %s,,,,,,,,,,,,,,,,,,,,,,,
BOARDCONFIDENCE,,Board Confidence : %d%%,,,,,,,,,,,,,,,,,,,,,,,
COUNTERATTACK,,Counter Attack,,,,,,,,,,,,,,,,,,,,,,,
DONE,,Done,,,,,,,,,,,,,,,,,,,,,,,
DONE_CAPS,,DONE,,,,,,,,,,,,,,,,,,,,,,,
FANCONFIDENCE,,Fan Confidence : %d%%,,,,,,,,,,,,,,,,,,,,,,,
FEE,,Transfer Fee,,,,,,,,,,,,,,,,,,,,,,,
GRAPH,,Graph,,,,,,,,,,,,,,,,,,,,,,,
HELP,,Help ,,,,,,,,,,,,,,,,,,,,,,,
INMATCH_SOUND,,In-match sounds,,,,,,,,,,,,,,,,,,,,,,,
LATESTSCORES,,Latest scores,,,,,,,,,,,,,,,,,,,,,,,
LEAGUEPOSITION,,League Position : %d,,,,,,,,,,,,,,,,,,,,,,,
LEAGUEPOSITIONNA,,League Position: N/A,,,,,,,,,,,,,,,,,,,,,,,
LIVELEAGUETABLE,,Live league table,,,,,,,,,,,,,,,,,,,,,,,
LOANPLAYER,,Loan Player,,,,,,,,,,,,,,,,,,,,,,,
MAKEOFFER,,Make Offer for Player,,,,,,,,,,,,,,,,,,,,,,,
MANAGERNAME,,Manager: %s,,,,,,,,,,,,,,,,,,,,,,,
MATCHVIEW,,Match view,,,,,,,,,,,,,,,,,,,,,,,
NOLEAGUEPOSITION,,League Position: N/A,,,,,,,,,,,,,,,,,,,,,,,
PLAYERTRANSFERREQUEST,,Player Transfer Request,,,,,,,,,,,,,,,,,,,,,,,
POSITIONGRAPH,,Position graph,,,,,,,,,,,,,,,,,,,,,,,
ROLE,,Role,,,,,,,,,,,,,,,,,,,,,,,
SOUNDVOLUME,,Sound Volume,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,MISC ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
AGEINVALID,,'Max Age' must be greater than 'Min Age',,,,,,,,,,,,,,,,,,,,,,,
AGGRESSION,,Aggression,,,,,,,,,,,,,,,,,,,,,,,
AGREETOSELLPLAYER,,Are you sure you wish to sell %s to %s?,,,,,,,,,,,,,,,,,,,,,,,
ALL,,All,,,,,,,,,,,,,,,,,,,,,,,
APPEARANCEFEE,,Appearance Fee,,,,,,,,,,,,,,,,,,,,,,,
AVAIL6,Abbreviation of 'available',Avail,,,,,,,,,,,,,,,,,,,,,,,
AVAILEMPLOYEES,,Available Employees,,,,,,,,,,,,,,,,,,,,,,,
AVAILYOUTHS,,Available Youths,,,,,,,,,,,,,,,,,,,,,,,
BESTFOOT,,Best Foot,,,,,,,,,,,,,,,,,,,,,,,
BIDBLOCKED,,Bid Blocked,,,,,,,,,,,,,,,,,,,,,,,
BOSMAN,,Bosman,,,,,,,,,,,,,,,,,,,,,,,
BOSMANPLAYERS,,Bosman Players,,,,,,,,,,,,,,,,,,,,,,,
BUTTON6103,,Action,,,,,,,,,,,,,,,,,,,,,,,
BUY,,Buy,,,,,,,,,,,,,,,,,,,,,,,
CANTSPAREPLAYER,,%s have cancelled the deal for %s due to a shortage of cover. The deal has been terminated.,,,,,,,,,,,,,,,,,,,,,,,
CAP_ADMIN,,Admin,,,,,,,,,,,,,,,,,,,,,,,
CAP_CLUB,,Club,,,,,,,,,,,,,,,,,,,,,,,
CAP_INFO,,League,,,,,,,,,,,,,,,,,,,,,,,
CAP_PROG,,Prog,,,,,,,,,,,,,,,,,,,,,,,
CAP_TABLES,Short version of 'information',Info,,,,,,,,,,,,,,,,,,,,,,,
CAPTAIN,,Team Captain,,,,,,,,,,,,,,,,,,,,,,,
CLUBBIDFORPLAYER,,%s bid for %s,,,,,,,,,,,,,,,,,,,,,,,
CLUBEMPLOYEES,,Club Employees,,,,,,,,,,,,,,,,,,,,,,,
CLUBYOUTHS,,Club Youths,,,,,,,,,,,,,,,,,,,,,,,
CONFEMPLOYEESACK,,Are you sure you wish to terminate %s's contract? To pay off his contract will cost %s.,,,,,,,,,,,,,,,,,,,,,,,
CONFYOUTHSACK,,Are you sure you wish to release %s?,,,,,,,,,,,,,,,,,,,,,,,
CONT,Short version of 'Continue',Cont,,,,,,,,,,,,,,,,,,,,,,,
CONTINUE,,Continue,,,,,,,,,,,,,,,,,,,,,,,
CONTRACTENDDATE,,End Date,,,,,,,,,,,,,,,,,,,,,,,
CONTRACTENDDATE2,,Contract End Date,,,,,,,,,,,,,,,,,,,,,,,
CORNERTAKER,,Corner Taker,,,,,,,,,,,,,,,,,,,,,,,
CUPDRAWTITLE,,%s Draw,,,,,,,,,,,,,,,,,,,,,,,
CUPTIED,,Cup Tied,,,,,,,,,,,,,,,,,,,,,,,
DEFENDINGCORNERS,,Defending Corners,,,,,,,,,,,,,,,,,,,,,,,
DONTNEEDCOACH,,You must sack your current coach before you can employ a new one.,,,,,,,,,,,,,,,,,,,,,,,
DONTNEEDPHYSIO,,You must sack your current physio before you can employ a new one.,,,,,,,,,,,,,,,,,,,,,,,
DRIBBLING,,Dribbling,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEES,,Employee Contracts (%d),,,,,,,,,,,,,,,,,,,,,,,
ENTERNAME,,Enter Manager's Name,,,,,,,,,,,,,,,,,,,,,,,
EXTRATIME,,Extra Time,,,,,,,,,,,,,,,,,,,,,,,
FREEKICKS,,Free Kicks,,,,,,,,,,,,,,,,,,,,,,,
FREEKICKTAKER,,Free Kick Taker,,,,,,,,,,,,,,,,,,,,,,,
FREETRANSFER,,Free Transfer,,,,,,,,,,,,,,,,,,,,,,,
FREETRANSFERS,,Free Transfers,,,,,,,,,,,,,,,,,,,,,,,
FRIENDLYMATCH,,Friendly Match,,,,,,,,,,,,,,,,,,,,,,,
FULLTIME,,Full Time,,,,,,,,,,,,,,,,,,,,,,,
HALFTIME,,Half Time,,,,,,,,,,,,,,,,,,,,,,,
HALFTIMEATT,Abbreviation of 'Half Time' and 'Attendance',HT : %d-%d    Att : %s,,,,,,,,,,,,,,,,,,,,,,,
ID_NEXT_MATCH,,Advance date,,,,,,,,,,,,,,,,,,,,,,,
INJURED,,Inj 1 week,,,,,,,,,,,,,,,,,,,,,,,
KICKOFF,,Kick Off,,,,,,,,,,,,,,,,,,,,,,,
LEFT,,Left,,,,,,,,,,,,,,,,,,,,,,,
LISTEDPLAYERS,,Listed Players,,,,,,,,,,,,,,,,,,,,,,,
LISTHIM,,List Player,,,,,,,,,,,,,,,,,,,,,,,
LOADGAME,,Continue Career,,,,,,,,,,,,,,,,,,,,,,,
LOAN,,Loan For,,,,,,,,,,,,,,,,,,,,,,,
LOANEDIN,,Weeks On Loan,,,,,,,,,,,,,,,,,,,,,,,
LOANWEEKS,,%d Weeks,,,,,,,,,,,,,,,,,,,,,,,
LONGBALL,,Long Ball,,,,,,,,,,,,,,,,,,,,,,,
MANAGER,,Manager,,,,,,,,,,,,,,,,,,,,,,,
MANAGERS,,Manager Contract,,,,,,,,,,,,,,,,,,,,,,,
MARKING5,,Man-To-Man,,,,,,,,,,,,,,,,,,,,,,,
MARKSTYLE,,Marking,,,,,,,,,,,,,,,,,,,,,,,
MATCH32,,Match,,,,,,,,,,,,,,,,,,,,,,,
MEDIUM,,Medium,,,,,,,,,,,,,,,,,,,,,,,
MSTATASKILL,,Attacker,,,,,,,,,,,,,,,,,,,,,,,
MSTATBOOK,,Bookings,,,,,,,,,,,,,,,,,,,,,,,
MSTATCORNERS,,Corners,,,,,,,,,,,,,,,,,,,,,,,
MSTATDSKILL,,Defender,,,,,,,,,,,,,,,,,,,,,,,
MSTATFKICKS,,Free Kicks,,,,,,,,,,,,,,,,,,,,,,,
MSTATGSKILL,,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,
MSTATMSKILL,,Midfielder,,,,,,,,,,,,,,,,,,,,,,,
MSTATPERCENT,,Percentage Of Play,,,,,,,,,,,,,,,,,,,,,,,
MSTATSHOTSFT,,Shots Off Target,,,,,,,,,,,,,,,,,,,,,,,
MSTATSHOTSONT,,Shots On Target,,,,,,,,,,,,,,,,,,,,,,,
MSTATSOFFS,,Sendings Off,,,,,,,,,,,,,,,,,,,,,,,
MSTATSOFFSIDES,,Offside,,,,,,,,,,,,,,,,,,,,,,,
MUSIC,,Menu Music,,,,,,,,,,,,,,,,,,,,,,,
NAME,,Name,,,,,,,,,,,,,,,,,,,,,,,
NEXTMATCH,,Next Match : -,,,,,,,,,,,,,,,,,,,,,,,
NOMATCH,,No Matches,,,,,,,,,,,,,,,,,,,,,,,
NOMATCHARRANGED,,No Match Arranged,,,,,,,,,,,,,,,,,,,,,,,
NOSUBSTITUTESLEFT,,You have used all your substitutes.,,,,,,,,,,,,,,,,,,,,,,,
OFF,,Off,,,,,,,,,,,,,,,,,,,,,,,
OFFSIDETRAP,,Offside Trap,,,,,,,,,,,,,,,,,,,,,,,
OPPONENT,,Opponent :,,,,,,,,,,,,,,,,,,,,,,,
OWNGOALEVENTTIME,Abbreviation of 'Own Goal',%s %d (OG),,,,,,,,,,,,,,,,,,,,,,,
PASSINGFOOTBALL,,Passing,,,,,,,,,,,,,,,,,,,,,,,
PENALTIES,,Penalties,,,,,,,,,,,,,,,,,,,,,,,
PENALTYGOALEVENTTIME,Abbreviation of 'Penalty',%s %d (Pen),,,,,,,,,,,,,,,,,,,,,,,
PENALTYTAKER,,Penalty Taker,,,,,,,,,,,,,,,,,,,,,,,
PLAYERINJURED,,%s has been injured and will have to come off.,,,,,,,,,,,,,,,,,,,,,,,
PLAYERLOANAGREED,,%s agree to loan %s for the specified period.,,,,,,,,,,,,,,,,,,,,,,,
PLAYERS,,Player Contracts (%d),,,,,,,,,,,,,,,,,,,,,,,
PLAYOFFS,,Playoffs,,,,,,,,,,,,,,,,,,,,,,,
PLAYONBREAK,,Play On The Break,,,,,,,,,,,,,,,,,,,,,,,
PROCESSING,,Processing...,,,,,,,,,,,,,,,,,,,,,,,
RATING,,Rating,,,,,,,,,,,,,,,,,,,,,,,
RELEASE,,Free,,,,,,,,,,,,,,,,,,,,,,,
REPORT32,,Report,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
RIGHT,,Right,,,,,,,,,,,,,,,,,,,,,,,
SAVEGAME,,Save game to disk,,,,,,,,,,,,,,,,,,,,,,,
SAVINGGAME,,Saving Game,,,,,,,,,,,,,,,,,,,,,,,
